"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","M1","TOT","IDX2015","M","2019-04",128.8658,
"CAN","M1","TOT","IDX2015","M","2019-05",129.6706,
"CAN","M1","TOT","IDX2015","M","2019-06",130.4718,
"CAN","M1","TOT","IDX2015","M","2019-07",132.1518,
"CAN","M1","TOT","IDX2015","M","2019-08",133.6005,
"CAN","M1","TOT","IDX2015","M","2019-09",134.8864,
"CAN","M1","TOT","IDX2015","M","2019-10",135.593,
"CAN","M1","TOT","IDX2015","M","2019-11",136.3244,
"CAN","M1","TOT","IDX2015","M","2019-12",137.2329,
"CAN","M1","TOT","IDX2015","M","2020-01",137.2403,
"CAN","M1","TOT","IDX2015","M","2020-02",139.804,
"CAN","M1","TOT","IDX2015","M","2020-03",144.6255,
"CAN","M1","TOT","IDX2015","M","2020-04",151.041,
"CAN","M1","TOT","IDX2015","M","2020-05",156.3947,
"CAN","M1","TOT","IDX2015","M","2020-06",161.9308,
"CAN","M1","TOT","IDX2015","M","2020-07",165.5156,
"CAN","M1","TOT","IDX2015","M","2020-08",169.5162,
"CAN","M1","TOT","IDX2015","M","2020-09",172.4879,
"CAN","M1","TOT","IDX2015","M","2020-10",175.2531,
"CAN","M1","TOT","IDX2015","M","2020-11",177.1777,
"CZE","M1","TOT","IDX2015","M","2012-01",73.68546,
"CZE","M1","TOT","IDX2015","M","2012-02",74.38979,
"CZE","M1","TOT","IDX2015","M","2012-03",74.63097,
"CZE","M1","TOT","IDX2015","M","2012-04",74.82981,
"CZE","M1","TOT","IDX2015","M","2012-05",75.43163,
"CZE","M1","TOT","IDX2015","M","2012-06",76.00532,
"CZE","M1","TOT","IDX2015","M","2012-07",76.84106,
"CZE","M1","TOT","IDX2015","M","2012-08",77.20245,
"CZE","M1","TOT","IDX2015","M","2012-09",76.97132,
"CZE","M1","TOT","IDX2015","M","2012-10",77.83767,
"CZE","M1","TOT","IDX2015","M","2012-11",78.62712,
"CZE","M1","TOT","IDX2015","M","2012-12",79.10812,
"CZE","M1","TOT","IDX2015","M","2013-01",80.01092,
"CZE","M1","TOT","IDX2015","M","2013-02",80.53972,
"CZE","M1","TOT","IDX2015","M","2013-03",80.90687,
"CZE","M1","TOT","IDX2015","M","2013-04",81.55949,
"CZE","M1","TOT","IDX2015","M","2013-05",81.85023,
"CZE","M1","TOT","IDX2015","M","2013-06",82.04295,
"CZE","M1","TOT","IDX2015","M","2013-07",82.91534,
"CZE","M1","TOT","IDX2015","M","2013-08",83.37263,
"CZE","M1","TOT","IDX2015","M","2013-09",83.48433,
"CZE","M1","TOT","IDX2015","M","2013-10",83.99436,
"CZE","M1","TOT","IDX2015","M","2013-11",84.79588,
"CZE","M1","TOT","IDX2015","M","2013-12",85.51348,
"CZE","M1","TOT","IDX2015","M","2014-01",85.98662,
"CZE","M1","TOT","IDX2015","M","2014-02",86.45444,
"CZE","M1","TOT","IDX2015","M","2014-03",87.13787,
"CZE","M1","TOT","IDX2015","M","2014-04",87.81059,
"CZE","M1","TOT","IDX2015","M","2014-05",88.33521,
"CZE","M1","TOT","IDX2015","M","2014-06",89.06129,
"CZE","M1","TOT","IDX2015","M","2014-07",89.88649,
"CZE","M1","TOT","IDX2015","M","2014-08",90.74205,
"CZE","M1","TOT","IDX2015","M","2014-09",91.61147,
"CZE","M1","TOT","IDX2015","M","2014-10",92.63697,
"CZE","M1","TOT","IDX2015","M","2014-11",93.59415,
"CZE","M1","TOT","IDX2015","M","2014-12",94.832,
"CZE","M1","TOT","IDX2015","M","2015-01",95.50006,
"CZE","M1","TOT","IDX2015","M","2015-02",95.86813,
"CZE","M1","TOT","IDX2015","M","2015-03",96.78893,
"CZE","M1","TOT","IDX2015","M","2015-04",97.47168,
"CZE","M1","TOT","IDX2015","M","2015-05",98.3157,
"CZE","M1","TOT","IDX2015","M","2015-06",99.0948,
"CZE","M1","TOT","IDX2015","M","2015-07",99.78358,
"CZE","M1","TOT","IDX2015","M","2015-08",100.8683,
"CZE","M1","TOT","IDX2015","M","2015-09",102.3087,
"CZE","M1","TOT","IDX2015","M","2015-10",103.5074,
"CZE","M1","TOT","IDX2015","M","2015-11",104.7153,
"CZE","M1","TOT","IDX2015","M","2015-12",105.7775,
"CZE","M1","TOT","IDX2015","M","2016-01",106.5676,
"CZE","M1","TOT","IDX2015","M","2016-02",107.4863,
"CZE","M1","TOT","IDX2015","M","2016-03",108.2922,
"CZE","M1","TOT","IDX2015","M","2016-04",109.2396,
"CZE","M1","TOT","IDX2015","M","2016-05",110.3952,
"CZE","M1","TOT","IDX2015","M","2016-06",111.6696,
"CZE","M1","TOT","IDX2015","M","2016-07",112.7391,
"CZE","M1","TOT","IDX2015","M","2016-08",113.7199,
"CZE","M1","TOT","IDX2015","M","2016-09",114.8068,
"CZE","M1","TOT","IDX2015","M","2016-10",115.9097,
"CZE","M1","TOT","IDX2015","M","2016-11",117.3252,
"CZE","M1","TOT","IDX2015","M","2016-12",117.6961,
"CZE","M1","TOT","IDX2015","M","2017-01",118.8407,
"CZE","M1","TOT","IDX2015","M","2017-02",121.0084,
"CZE","M1","TOT","IDX2015","M","2017-03",122.8293,
"CZE","M1","TOT","IDX2015","M","2017-04",124.8673,
"CZE","M1","TOT","IDX2015","M","2017-05",125.7447,
"CZE","M1","TOT","IDX2015","M","2017-06",126.0532,
"CZE","M1","TOT","IDX2015","M","2017-07",126.6856,
"CZE","M1","TOT","IDX2015","M","2017-08",127.3242,
"CZE","M1","TOT","IDX2015","M","2017-09",128.1239,
"CZE","M1","TOT","IDX2015","M","2017-10",128.3535,
"CZE","M1","TOT","IDX2015","M","2017-11",128.213,
"CZE","M1","TOT","IDX2015","M","2017-12",128.9149,
"CZE","M1","TOT","IDX2015","M","2018-01",129.7059,
"CZE","M1","TOT","IDX2015","M","2018-02",130.0864,
"CZE","M1","TOT","IDX2015","M","2018-03",130.1564,
"CZE","M1","TOT","IDX2015","M","2018-04",130.4274,
"CZE","M1","TOT","IDX2015","M","2018-05",131.1615,
"CZE","M1","TOT","IDX2015","M","2018-06",132.0833,
"CZE","M1","TOT","IDX2015","M","2018-07",132.7982,
"CZE","M1","TOT","IDX2015","M","2018-08",133.4304,
"CZE","M1","TOT","IDX2015","M","2018-09",133.8673,
"CZE","M1","TOT","IDX2015","M","2018-10",134.2888,
"CZE","M1","TOT","IDX2015","M","2018-11",134.8728,
"CZE","M1","TOT","IDX2015","M","2018-12",135.4541,
"DNK","M1","TOT","IDX2015","M","2012-01",77.33624,
"DNK","M1","TOT","IDX2015","M","2012-02",77.46512,
"DNK","M1","TOT","IDX2015","M","2012-03",77.57758,
"DNK","M1","TOT","IDX2015","M","2012-04",78.11953,
"DNK","M1","TOT","IDX2015","M","2012-05",78.84285,
"DNK","M1","TOT","IDX2015","M","2012-06",79.85478,
"DNK","M1","TOT","IDX2015","M","2012-07",80.82851,
"DNK","M1","TOT","IDX2015","M","2012-08",81.66438,
"DNK","M1","TOT","IDX2015","M","2012-09",83.27347,
"DNK","M1","TOT","IDX2015","M","2012-10",84.17085,
"DNK","M1","TOT","IDX2015","M","2012-11",84.4963,
"DNK","M1","TOT","IDX2015","M","2012-12",85.28646,
"DNK","M1","TOT","IDX2015","M","2013-01",85.57945,
"DNK","M1","TOT","IDX2015","M","2013-02",85.18926,
"DNK","M1","TOT","IDX2015","M","2013-03",85.43231,
"DNK","M1","TOT","IDX2015","M","2013-04",85.59554,
"DNK","M1","TOT","IDX2015","M","2013-05",85.04621,
"DNK","M1","TOT","IDX2015","M","2013-06",85.1165,
"DNK","M1","TOT","IDX2015","M","2013-07",85.23306,
"DNK","M1","TOT","IDX2015","M","2013-08",85.18141,
"DNK","M1","TOT","IDX2015","M","2013-09",85.5482,
"DNK","M1","TOT","IDX2015","M","2013-10",85.93473,
"DNK","M1","TOT","IDX2015","M","2013-11",86.39957,
"DNK","M1","TOT","IDX2015","M","2013-12",86.37061,
"DNK","M1","TOT","IDX2015","M","2014-01",86.38964,
"DNK","M1","TOT","IDX2015","M","2014-02",87.26775,
"DNK","M1","TOT","IDX2015","M","2014-03",87.95692,
"DNK","M1","TOT","IDX2015","M","2014-04",88.18504,
"DNK","M1","TOT","IDX2015","M","2014-05",88.45087,
"DNK","M1","TOT","IDX2015","M","2014-06",88.25633,
"DNK","M1","TOT","IDX2015","M","2014-07",88.2518,
"DNK","M1","TOT","IDX2015","M","2014-08",89.07551,
"DNK","M1","TOT","IDX2015","M","2014-09",89.6472,
"DNK","M1","TOT","IDX2015","M","2014-10",90.72514,
"DNK","M1","TOT","IDX2015","M","2014-11",91.57942,
"DNK","M1","TOT","IDX2015","M","2014-12",92.1175,
"DNK","M1","TOT","IDX2015","M","2015-01",94.60248,
"DNK","M1","TOT","IDX2015","M","2015-02",97.45303,
"DNK","M1","TOT","IDX2015","M","2015-03",97.88284,
"DNK","M1","TOT","IDX2015","M","2015-04",98.35585,
"DNK","M1","TOT","IDX2015","M","2015-05",99.74076,
"DNK","M1","TOT","IDX2015","M","2015-06",100.5565,
"DNK","M1","TOT","IDX2015","M","2015-07",101.989,
"DNK","M1","TOT","IDX2015","M","2015-08",102.1786,
"DNK","M1","TOT","IDX2015","M","2015-09",101.3656,
"DNK","M1","TOT","IDX2015","M","2015-10",101.7016,
"DNK","M1","TOT","IDX2015","M","2015-11",102.032,
"DNK","M1","TOT","IDX2015","M","2015-12",102.1418,
"DNK","M1","TOT","IDX2015","M","2016-01",102.1498,
"DNK","M1","TOT","IDX2015","M","2016-02",102.4297,
"DNK","M1","TOT","IDX2015","M","2016-03",103.0571,
"DNK","M1","TOT","IDX2015","M","2016-04",104.731,
"DNK","M1","TOT","IDX2015","M","2016-05",105.634,
"DNK","M1","TOT","IDX2015","M","2016-06",105.7502,
"DNK","M1","TOT","IDX2015","M","2016-07",107.031,
"DNK","M1","TOT","IDX2015","M","2016-08",108.006,
"DNK","M1","TOT","IDX2015","M","2016-09",108.4537,
"DNK","M1","TOT","IDX2015","M","2016-10",108.6985,
"DNK","M1","TOT","IDX2015","M","2016-11",109.1775,
"DNK","M1","TOT","IDX2015","M","2016-12",109.7187,
"DNK","M1","TOT","IDX2015","M","2017-01",110.1309,
"DNK","M1","TOT","IDX2015","M","2017-02",110.6306,
"DNK","M1","TOT","IDX2015","M","2017-03",110.9898,
"DNK","M1","TOT","IDX2015","M","2017-04",111.2156,
"DNK","M1","TOT","IDX2015","M","2017-05",111.6724,
"DNK","M1","TOT","IDX2015","M","2017-06",112.2049,
"DNK","M1","TOT","IDX2015","M","2017-07",112.2564,
"DNK","M1","TOT","IDX2015","M","2017-08",112.2852,
"DNK","M1","TOT","IDX2015","M","2017-09",113.1237,
"DNK","M1","TOT","IDX2015","M","2017-10",113.7015,
"DNK","M1","TOT","IDX2015","M","2017-11",113.1237,
"DNK","M1","TOT","IDX2015","M","2017-12",114.1415,
"DNK","M1","TOT","IDX2015","M","2018-01",115.6917,
"DNK","M1","TOT","IDX2015","M","2018-02",116.1979,
"DNK","M1","TOT","IDX2015","M","2018-03",116.9202,
"DNK","M1","TOT","IDX2015","M","2018-04",118.1571,
"DNK","M1","TOT","IDX2015","M","2018-05",117.9661,
"DNK","M1","TOT","IDX2015","M","2018-06",117.7939,
"DNK","M1","TOT","IDX2015","M","2018-07",118.7554,
"DNK","M1","TOT","IDX2015","M","2018-08",119.2829,
"DNK","M1","TOT","IDX2015","M","2018-09",119.9284,
"DNK","M1","TOT","IDX2015","M","2018-10",119.8056,
"DNK","M1","TOT","IDX2015","M","2018-11",120.1091,
"DNK","M1","TOT","IDX2015","M","2018-12",120.5862,
"DNK","M1","TOT","IDX2015","M","2019-01",121.1545,
"DNK","M1","TOT","IDX2015","M","2019-02",121.9327,
"DNK","M1","TOT","IDX2015","M","2019-03",122.1889,
"DNK","M1","TOT","IDX2015","M","2019-04",122.0362,
"DNK","M1","TOT","IDX2015","M","2019-05",121.8503,
"DNK","M1","TOT","IDX2015","M","2019-06",122.5517,
"DNK","M1","TOT","IDX2015","M","2019-07",123.7789,
"DNK","M1","TOT","IDX2015","M","2019-08",124.8914,
"DNK","M1","TOT","IDX2015","M","2019-09",125.6615,
"DNK","M1","TOT","IDX2015","M","2019-10",126.583,
"DNK","M1","TOT","IDX2015","M","2019-11",127.5962,
"DNK","M1","TOT","IDX2015","M","2019-12",128.2014,
"DNK","M1","TOT","IDX2015","M","2020-01",128.7748,
"DNK","M1","TOT","IDX2015","M","2020-02",129.5407,
"DNK","M1","TOT","IDX2015","M","2020-03",130.818,
"DNK","M1","TOT","IDX2015","M","2020-04",132.3092,
"DNK","M1","TOT","IDX2015","M","2020-05",133.9332,
"DNK","M1","TOT","IDX2015","M","2020-06",135.2156,
"DNK","M1","TOT","IDX2015","M","2020-07",136.7173,
"DNK","M1","TOT","IDX2015","M","2020-08",137.5913,
"DNK","M1","TOT","IDX2015","M","2020-09",137.8575,
"DNK","M1","TOT","IDX2015","M","2020-10",139.3237,
"DNK","M1","TOT","IDX2015","M","2020-11",140.1398,
"DNK","M1","TOT","IDX2015","M","2020-12",141.385,
"HUN","M1","TOT","IDX2015","M","2012-01",61.89533,
"HUN","M1","TOT","IDX2015","M","2012-02",61.58054,
"HUN","M1","TOT","IDX2015","M","2012-03",60.6299,
"HUN","M1","TOT","IDX2015","M","2012-04",59.63653,
"HUN","M1","TOT","IDX2015","M","2012-05",59.61765,
"HUN","M1","TOT","IDX2015","M","2012-06",59.95368,
"HUN","M1","TOT","IDX2015","M","2012-07",59.94409,
"HUN","M1","TOT","IDX2015","M","2012-08",60.00268,
"HUN","M1","TOT","IDX2015","M","2012-09",60.25632,
"HUN","M1","TOT","IDX2015","M","2012-10",61.0527,
"HUN","M1","TOT","IDX2015","M","2012-11",61.09677,
"HUN","M1","TOT","IDX2015","M","2012-12",61.08335,
"HUN","M1","TOT","IDX2015","M","2013-01",61.84163,
"HUN","M1","TOT","IDX2015","M","2013-02",62.85075,
"HUN","M1","TOT","IDX2015","M","2013-03",63.99084,
"HUN","M1","TOT","IDX2015","M","2013-04",65.25862,
"HUN","M1","TOT","IDX2015","M","2013-05",66.13268,
"HUN","M1","TOT","IDX2015","M","2013-06",66.99174,
"HUN","M1","TOT","IDX2015","M","2013-07",68.28719,
"HUN","M1","TOT","IDX2015","M","2013-08",69.49097,
"HUN","M1","TOT","IDX2015","M","2013-09",70.82608,
"HUN","M1","TOT","IDX2015","M","2013-10",71.78287,
"HUN","M1","TOT","IDX2015","M","2013-11",72.39989,
"HUN","M1","TOT","IDX2015","M","2013-12",73.84936,
"HUN","M1","TOT","IDX2015","M","2014-01",74.91736,
"HUN","M1","TOT","IDX2015","M","2014-02",76.00742,
"HUN","M1","TOT","IDX2015","M","2014-03",77.77962,
"HUN","M1","TOT","IDX2015","M","2014-04",79.49776,
"HUN","M1","TOT","IDX2015","M","2014-05",80.69449,
"HUN","M1","TOT","IDX2015","M","2014-06",81.98891,
"HUN","M1","TOT","IDX2015","M","2014-07",83.30417,
"HUN","M1","TOT","IDX2015","M","2014-08",84.48495,
"HUN","M1","TOT","IDX2015","M","2014-09",85.72268,
"HUN","M1","TOT","IDX2015","M","2014-10",86.56896,
"HUN","M1","TOT","IDX2015","M","2014-11",87.8128,
"HUN","M1","TOT","IDX2015","M","2014-12",89.46267,
"HUN","M1","TOT","IDX2015","M","2015-01",91.25408,
"HUN","M1","TOT","IDX2015","M","2015-02",92.62342,
"HUN","M1","TOT","IDX2015","M","2015-03",94.00953,
"HUN","M1","TOT","IDX2015","M","2015-04",96.01231,
"HUN","M1","TOT","IDX2015","M","2015-05",97.83002,
"HUN","M1","TOT","IDX2015","M","2015-06",98.93317,
