"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","M1","TOT","IDX2015","M","2015-07",100.1014,
"HUN","M1","TOT","IDX2015","M","2015-08",102.0705,
"HUN","M1","TOT","IDX2015","M","2015-09",103.9126,
"HUN","M1","TOT","IDX2015","M","2015-10",105.4245,
"HUN","M1","TOT","IDX2015","M","2015-11",107.6268,
"HUN","M1","TOT","IDX2015","M","2015-12",110.2018,
"HUN","M1","TOT","IDX2015","M","2016-01",111.4733,
"HUN","M1","TOT","IDX2015","M","2016-02",111.958,
"HUN","M1","TOT","IDX2015","M","2016-03",113.1936,
"HUN","M1","TOT","IDX2015","M","2016-04",114.3831,
"HUN","M1","TOT","IDX2015","M","2016-05",116.0573,
"HUN","M1","TOT","IDX2015","M","2016-06",118.4347,
"HUN","M1","TOT","IDX2015","M","2016-07",120.5617,
"HUN","M1","TOT","IDX2015","M","2016-08",122.1107,
"HUN","M1","TOT","IDX2015","M","2016-09",123.169,
"HUN","M1","TOT","IDX2015","M","2016-10",124.8446,
"HUN","M1","TOT","IDX2015","M","2016-11",127.0356,
"HUN","M1","TOT","IDX2015","M","2016-12",132.9599,
"HUN","M1","TOT","IDX2015","M","2017-01",138.4839,
"HUN","M1","TOT","IDX2015","M","2017-02",139.7945,
"HUN","M1","TOT","IDX2015","M","2017-03",141.0706,
"HUN","M1","TOT","IDX2015","M","2017-04",143.1622,
"HUN","M1","TOT","IDX2015","M","2017-05",145.6839,
"HUN","M1","TOT","IDX2015","M","2017-06",147.9708,
"HUN","M1","TOT","IDX2015","M","2017-07",149.8214,
"HUN","M1","TOT","IDX2015","M","2017-08",151.9497,
"HUN","M1","TOT","IDX2015","M","2017-09",155.4545,
"HUN","M1","TOT","IDX2015","M","2017-10",158.4006,
"HUN","M1","TOT","IDX2015","M","2017-11",161.0428,
"HUN","M1","TOT","IDX2015","M","2017-12",163.5194,
"HUN","M1","TOT","IDX2015","M","2018-01",166.7585,
"HUN","M1","TOT","IDX2015","M","2018-02",170.4513,
"HUN","M1","TOT","IDX2015","M","2018-03",172.6036,
"HUN","M1","TOT","IDX2015","M","2018-04",174.9239,
"HUN","M1","TOT","IDX2015","M","2018-05",177.3033,
"HUN","M1","TOT","IDX2015","M","2018-06",180.6805,
"HUN","M1","TOT","IDX2015","M","2018-07",184.411,
"HUN","M1","TOT","IDX2015","M","2018-08",186.2095,
"HUN","M1","TOT","IDX2015","M","2018-09",186.3765,
"HUN","M1","TOT","IDX2015","M","2018-10",186.7413,
"HUN","M1","TOT","IDX2015","M","2018-11",187.7326,
"HUN","M1","TOT","IDX2015","M","2018-12",187.5475,
"HUN","M1","TOT","IDX2015","M","2019-01",189.0448,
"HUN","M1","TOT","IDX2015","M","2019-02",192.2222,
"HUN","M1","TOT","IDX2015","M","2019-03",193.7564,
"HUN","M1","TOT","IDX2015","M","2019-04",195.4326,
"HUN","M1","TOT","IDX2015","M","2019-05",198.3492,
"HUN","M1","TOT","IDX2015","M","2019-06",198.6514,
"HUN","M1","TOT","IDX2015","M","2019-07",198.5008,
"HUN","M1","TOT","IDX2015","M","2019-08",200.1723,
"HUN","M1","TOT","IDX2015","M","2019-09",202.2448,
"HUN","M1","TOT","IDX2015","M","2019-10",205.4987,
"HUN","M1","TOT","IDX2015","M","2019-11",208.8414,
"HUN","M1","TOT","IDX2015","M","2019-12",209.5081,
"HUN","M1","TOT","IDX2015","M","2020-01",210.5302,
"HUN","M1","TOT","IDX2015","M","2020-02",214.102,
"HUN","M1","TOT","IDX2015","M","2020-03",218.7448,
"HUN","M1","TOT","IDX2015","M","2020-04",222.5249,
"HUN","M1","TOT","IDX2015","M","2020-05",224.5131,
"HUN","M1","TOT","IDX2015","M","2020-06",226.7339,
"HUN","M1","TOT","IDX2015","M","2020-07",230.307,
"HUN","M1","TOT","IDX2015","M","2020-08",234.5776,
"HUN","M1","TOT","IDX2015","M","2020-09",238.3984,
"HUN","M1","TOT","IDX2015","M","2020-10",242.3804,
"HUN","M1","TOT","IDX2015","M","2020-11",245.214,
"HUN","M1","TOT","IDX2015","M","2020-12",251.2079,
"ISL","M1","TOT","IDX2015","M","2012-01",118.5203,
"ISL","M1","TOT","IDX2015","M","2012-02",118.3127,
"ISL","M1","TOT","IDX2015","M","2012-03",117.8277,
"ISL","M1","TOT","IDX2015","M","2012-04",115.8453,
"ISL","M1","TOT","IDX2015","M","2012-05",113.5548,
"ISL","M1","TOT","IDX2015","M","2012-06",112.3136,
"ISL","M1","TOT","IDX2015","M","2012-07",111.1531,
"ISL","M1","TOT","IDX2015","M","2012-08",109.9719,
"ISL","M1","TOT","IDX2015","M","2012-09",109.0007,
"ISL","M1","TOT","IDX2015","M","2012-10",108.176,
"ISL","M1","TOT","IDX2015","M","2012-11",107.3003,
"ISL","M1","TOT","IDX2015","M","2012-12",106.7024,
"ISL","M1","TOT","IDX2015","M","2013-01",106.4223,
"ISL","M1","TOT","IDX2015","M","2013-02",106.2568,
"ISL","M1","TOT","IDX2015","M","2013-03",106.2379,
"ISL","M1","TOT","IDX2015","M","2013-04",106.3933,
"ISL","M1","TOT","IDX2015","M","2013-05",106.611,
"ISL","M1","TOT","IDX2015","M","2013-06",106.846,
"ISL","M1","TOT","IDX2015","M","2013-07",107.3328,
"ISL","M1","TOT","IDX2015","M","2013-08",108.1229,
"ISL","M1","TOT","IDX2015","M","2013-09",108.9292,
"ISL","M1","TOT","IDX2015","M","2013-10",109.7922,
"ISL","M1","TOT","IDX2015","M","2013-11",110.6853,
"ISL","M1","TOT","IDX2015","M","2013-12",111.3005,
"ISL","M1","TOT","IDX2015","M","2014-01",111.6204,
"ISL","M1","TOT","IDX2015","M","2014-02",111.8337,
"ISL","M1","TOT","IDX2015","M","2014-03",111.9956,
"ISL","M1","TOT","IDX2015","M","2014-04",112.2346,
"ISL","M1","TOT","IDX2015","M","2014-05",112.7772,
"ISL","M1","TOT","IDX2015","M","2014-06",113.0094,
"ISL","M1","TOT","IDX2015","M","2014-07",105.5116,
"ISL","M1","TOT","IDX2015","M","2014-08",97.9179,
"ISL","M1","TOT","IDX2015","M","2014-09",97.61987,
"ISL","M1","TOT","IDX2015","M","2014-10",97.53593,
"ISL","M1","TOT","IDX2015","M","2014-11",97.43929,
"ISL","M1","TOT","IDX2015","M","2014-12",97.41427,
"ISL","M1","TOT","IDX2015","M","2015-01",97.75468,
"ISL","M1","TOT","IDX2015","M","2015-02",98.39104,
"ISL","M1","TOT","IDX2015","M","2015-03",99.08607,
"ISL","M1","TOT","IDX2015","M","2015-04",99.65804,
"ISL","M1","TOT","IDX2015","M","2015-05",100.0165,
"ISL","M1","TOT","IDX2015","M","2015-06",100.312,
"ISL","M1","TOT","IDX2015","M","2015-07",100.7007,
"ISL","M1","TOT","IDX2015","M","2015-08",101.0468,
"ISL","M1","TOT","IDX2015","M","2015-09",101.0554,
"ISL","M1","TOT","IDX2015","M","2015-10",100.799,
"ISL","M1","TOT","IDX2015","M","2015-11",100.6388,
"ISL","M1","TOT","IDX2015","M","2015-12",100.541,
"ISL","M1","TOT","IDX2015","M","2016-01",100.2413,
"ISL","M1","TOT","IDX2015","M","2016-02",99.80869,
"ISL","M1","TOT","IDX2015","M","2016-03",99.55676,
"ISL","M1","TOT","IDX2015","M","2016-04",99.58435,
"ISL","M1","TOT","IDX2015","M","2016-05",99.74897,
"ISL","M1","TOT","IDX2015","M","2016-06",100.1181,
"ISL","M1","TOT","IDX2015","M","2016-07",100.7993,
"ISL","M1","TOT","IDX2015","M","2016-08",101.555,
"ISL","M1","TOT","IDX2015","M","2016-09",102.4696,
"ISL","M1","TOT","IDX2015","M","2016-10",103.6869,
"ISL","M1","TOT","IDX2015","M","2016-11",104.9092,
"ISL","M1","TOT","IDX2015","M","2016-12",106.1088,
"ISL","M1","TOT","IDX2015","M","2017-01",107.415,
"ISL","M1","TOT","IDX2015","M","2017-02",108.6407,
"ISL","M1","TOT","IDX2015","M","2017-03",109.5825,
"ISL","M1","TOT","IDX2015","M","2017-04",110.3296,
"ISL","M1","TOT","IDX2015","M","2017-05",110.9924,
"ISL","M1","TOT","IDX2015","M","2017-06",111.6242,
"ISL","M1","TOT","IDX2015","M","2017-07",112.3275,
"ISL","M1","TOT","IDX2015","M","2017-08",113.1968,
"ISL","M1","TOT","IDX2015","M","2017-09",114.105,
"ISL","M1","TOT","IDX2015","M","2017-10",114.8208,
"ISL","M1","TOT","IDX2015","M","2017-11",115.4006,
"ISL","M1","TOT","IDX2015","M","2017-12",115.8892,
"ISL","M1","TOT","IDX2015","M","2018-01",116.2445,
"ISL","M1","TOT","IDX2015","M","2018-02",116.5569,
"ISL","M1","TOT","IDX2015","M","2018-03",116.97,
"ISL","M1","TOT","IDX2015","M","2018-04",117.5101,
"ISL","M1","TOT","IDX2015","M","2018-05",118.1143,
"ISL","M1","TOT","IDX2015","M","2018-06",118.6244,
"ISL","M1","TOT","IDX2015","M","2018-07",118.9041,
"ISL","M1","TOT","IDX2015","M","2018-08",119.0542,
"ISL","M1","TOT","IDX2015","M","2018-09",119.128,
"ISL","M1","TOT","IDX2015","M","2018-10",119.2236,
"ISL","M1","TOT","IDX2015","M","2018-11",119.5155,
"ISL","M1","TOT","IDX2015","M","2018-12",119.9543,
"ISL","M1","TOT","IDX2015","M","2019-01",120.4076,
"ISL","M1","TOT","IDX2015","M","2019-02",120.8063,
"ISL","M1","TOT","IDX2015","M","2019-03",121.0408,
"ISL","M1","TOT","IDX2015","M","2019-04",121.075,
"ISL","M1","TOT","IDX2015","M","2019-05",121.0364,
"ISL","M1","TOT","IDX2015","M","2019-06",121.1473,
"ISL","M1","TOT","IDX2015","M","2019-07",121.6079,
"ISL","M1","TOT","IDX2015","M","2019-08",122.3921,
"ISL","M1","TOT","IDX2015","M","2019-09",123.5096,
"ISL","M1","TOT","IDX2015","M","2019-10",124.9753,
"ISL","M1","TOT","IDX2015","M","2019-11",126.7462,
"ISL","M1","TOT","IDX2015","M","2019-12",128.9472,
"ISL","M1","TOT","IDX2015","M","2020-01",131.5612,
"ISL","M1","TOT","IDX2015","M","2020-02",134.4634,
"ISL","M1","TOT","IDX2015","M","2020-03",137.5732,
"ISL","M1","TOT","IDX2015","M","2020-04",140.7685,
"ISL","M1","TOT","IDX2015","M","2020-05",144.1148,
"ISL","M1","TOT","IDX2015","M","2020-06",147.5549,
"ISL","M1","TOT","IDX2015","M","2020-07",150.5174,
"ISL","M1","TOT","IDX2015","M","2020-08",152.8527,
"ISL","M1","TOT","IDX2015","M","2020-09",154.9822,
"ISL","M1","TOT","IDX2015","M","2020-10",157.0775,
"ISL","M1","TOT","IDX2015","M","2020-11",158.9955,
"ISL","M1","TOT","IDX2015","M","2020-12",160.4076,
"JPN","M1","TOT","IDX2015","M","2012-01",85.55871,
"JPN","M1","TOT","IDX2015","M","2012-02",85.6794,
"JPN","M1","TOT","IDX2015","M","2012-03",85.95589,
"JPN","M1","TOT","IDX2015","M","2012-04",86.17101,
"JPN","M1","TOT","IDX2015","M","2012-05",86.15133,
"JPN","M1","TOT","IDX2015","M","2012-06",86.36337,
"JPN","M1","TOT","IDX2015","M","2012-07",86.64337,
"JPN","M1","TOT","IDX2015","M","2012-08",87.02329,
"JPN","M1","TOT","IDX2015","M","2012-09",87.51907,
"JPN","M1","TOT","IDX2015","M","2012-10",87.56364,
"JPN","M1","TOT","IDX2015","M","2012-11",87.70789,
"JPN","M1","TOT","IDX2015","M","2012-12",88.18615,
"JPN","M1","TOT","IDX2015","M","2013-01",88.60373,
"JPN","M1","TOT","IDX2015","M","2013-02",88.96854,
"JPN","M1","TOT","IDX2015","M","2013-03",89.44982,
"JPN","M1","TOT","IDX2015","M","2013-04",89.65201,
"JPN","M1","TOT","IDX2015","M","2013-05",89.98244,
"JPN","M1","TOT","IDX2015","M","2013-06",90.81898,
"JPN","M1","TOT","IDX2015","M","2013-07",91.21566,
"JPN","M1","TOT","IDX2015","M","2013-08",91.53204,
"JPN","M1","TOT","IDX2015","M","2013-09",92.02427,
"JPN","M1","TOT","IDX2015","M","2013-10",92.36835,
"JPN","M1","TOT","IDX2015","M","2013-11",92.69923,
"JPN","M1","TOT","IDX2015","M","2013-12",93.22372,
"JPN","M1","TOT","IDX2015","M","2014-01",93.82593,
"JPN","M1","TOT","IDX2015","M","2014-02",93.78331,
"JPN","M1","TOT","IDX2015","M","2014-03",93.98934,
"JPN","M1","TOT","IDX2015","M","2014-04",94.22448,
"JPN","M1","TOT","IDX2015","M","2014-05",94.27419,
"JPN","M1","TOT","IDX2015","M","2014-06",94.69924,
"JPN","M1","TOT","IDX2015","M","2014-07",94.88183,
"JPN","M1","TOT","IDX2015","M","2014-08",95.3473,
"JPN","M1","TOT","IDX2015","M","2014-09",95.85211,
"JPN","M1","TOT","IDX2015","M","2014-10",96.26186,
"JPN","M1","TOT","IDX2015","M","2014-11",97.06113,
"JPN","M1","TOT","IDX2015","M","2014-12",97.54483,
"JPN","M1","TOT","IDX2015","M","2015-01",97.95612,
"JPN","M1","TOT","IDX2015","M","2015-02",98.35825,
"JPN","M1","TOT","IDX2015","M","2015-03",98.72688,
"JPN","M1","TOT","IDX2015","M","2015-04",98.93372,
"JPN","M1","TOT","IDX2015","M","2015-05",99.54959,
"JPN","M1","TOT","IDX2015","M","2015-06",99.80354,
"JPN","M1","TOT","IDX2015","M","2015-07",100.1538,
"JPN","M1","TOT","IDX2015","M","2015-08",100.7015,
"JPN","M1","TOT","IDX2015","M","2015-09",100.8969,
"JPN","M1","TOT","IDX2015","M","2015-10",101.3267,
"JPN","M1","TOT","IDX2015","M","2015-11",101.629,
"JPN","M1","TOT","IDX2015","M","2015-12",101.9639,
"JPN","M1","TOT","IDX2015","M","2016-01",102.3525,
"JPN","M1","TOT","IDX2015","M","2016-02",103.038,
"JPN","M1","TOT","IDX2015","M","2016-03",104.1326,
"JPN","M1","TOT","IDX2015","M","2016-04",105.6019,
"JPN","M1","TOT","IDX2015","M","2016-05",106.2545,
"JPN","M1","TOT","IDX2015","M","2016-06",106.8736,
"JPN","M1","TOT","IDX2015","M","2016-07",107.6648,
"JPN","M1","TOT","IDX2015","M","2016-08",108.2638,
"JPN","M1","TOT","IDX2015","M","2016-09",108.8098,
"JPN","M1","TOT","IDX2015","M","2016-10",109.6354,
"JPN","M1","TOT","IDX2015","M","2016-11",110.4158,
"JPN","M1","TOT","IDX2015","M","2016-12",111.2888,
"JPN","M1","TOT","IDX2015","M","2017-01",112.127,
"JPN","M1","TOT","IDX2015","M","2017-02",112.8235,
"JPN","M1","TOT","IDX2015","M","2017-03",113.3117,
"JPN","M1","TOT","IDX2015","M","2017-04",113.8033,
"JPN","M1","TOT","IDX2015","M","2017-05",114.2917,
"JPN","M1","TOT","IDX2015","M","2017-06",115.0518,
"JPN","M1","TOT","IDX2015","M","2017-07",115.7283,
"JPN","M1","TOT","IDX2015","M","2017-08",116.3127,
"JPN","M1","TOT","IDX2015","M","2017-09",117.0748,
"JPN","M1","TOT","IDX2015","M","2017-10",117.8232,
"JPN","M1","TOT","IDX2015","M","2017-11",118.4878,
"JPN","M1","TOT","IDX2015","M","2017-12",118.908,
"JPN","M1","TOT","IDX2015","M","2018-01",119.6177,
"JPN","M1","TOT","IDX2015","M","2018-02",119.9853,
"JPN","M1","TOT","IDX2015","M","2018-03",120.435,
"JPN","M1","TOT","IDX2015","M","2018-04",120.9225,
"JPN","M1","TOT","IDX2015","M","2018-05",121.3358,
"JPN","M1","TOT","IDX2015","M","2018-06",122.5365,
"JPN","M1","TOT","IDX2015","M","2018-07",123.0621,
"JPN","M1","TOT","IDX2015","M","2018-08",123.6168,
"JPN","M1","TOT","IDX2015","M","2018-09",124.2742,
"JPN","M1","TOT","IDX2015","M","2018-10",124.6922,
"JPN","M1","TOT","IDX2015","M","2018-11",124.9992,
"JPN","M1","TOT","IDX2015","M","2018-12",125.3772,
"JPN","M1","TOT","IDX2015","M","2019-01",125.8497,
"JPN","M1","TOT","IDX2015","M","2019-02",126.4457,
"JPN","M1","TOT","IDX2015","M","2019-03",127.101,
"JPN","M1","TOT","IDX2015","M","2019-04",127.8551,
"JPN","M1","TOT","IDX2015","M","2019-05",128.5551,
"JPN","M1","TOT","IDX2015","M","2019-06",128.7878,
"JPN","M1","TOT","IDX2015","M","2019-07",129.1021,
"JPN","M1","TOT","IDX2015","M","2019-08",129.8641,
"JPN","M1","TOT","IDX2015","M","2019-09",130.5769,
"JPN","M1","TOT","IDX2015","M","2019-10",131.0537,
"JPN","M1","TOT","IDX2015","M","2019-11",131.8804,
"JPN","M1","TOT","IDX2015","M","2019-12",132.5786,
"JPN","M1","TOT","IDX2015","M","2020-01",133.2789,
"JPN","M1","TOT","IDX2015","M","2020-02",134.076,
"JPN","M1","TOT","IDX2015","M","2020-03",135.0611,
"JPN","M1","TOT","IDX2015","M","2020-04",136.8958,
"JPN","M1","TOT","IDX2015","M","2020-05",140.3761,
"JPN","M1","TOT","IDX2015","M","2020-06",144.6765,
"JPN","M1","TOT","IDX2015","M","2020-07",146.1457,
"JPN","M1","TOT","IDX2015","M","2020-08",148.1034,
"JPN","M1","TOT","IDX2015","M","2020-09",149.2154,
"JPN","M1","TOT","IDX2015","M","2020-10",149.5092,
"JPN","M1","TOT","IDX2015","M","2020-11",150.3948,
"JPN","M1","TOT","IDX2015","M","2020-12",150.8867,
"KOR","M1","TOT","IDX2015","M","2012-01",67.43956,
"KOR","M1","TOT","IDX2015","M","2012-02",67.92106,
"KOR","M1","TOT","IDX2015","M","2012-03",68.77584,
"KOR","M1","TOT","IDX2015","M","2012-04",69.09592,
"KOR","M1","TOT","IDX2015","M","2012-05",68.87273,
"KOR","M1","TOT","IDX2015","M","2012-06",68.95617,
"KOR","M1","TOT","IDX2015","M","2012-07",69.2717,
"KOR","M1","TOT","IDX2015","M","2012-08",69.57559,
"KOR","M1","TOT","IDX2015","M","2012-09",69.74201,
"KOR","M1","TOT","IDX2015","M","2012-10",70.32433,
"KOR","M1","TOT","IDX2015","M","2012-11",70.77406,
"KOR","M1","TOT","IDX2015","M","2012-12",71.57687,
"KOR","M1","TOT","IDX2015","M","2013-01",72.42825,
"KOR","M1","TOT","IDX2015","M","2013-02",72.86651,
"KOR","M1","TOT","IDX2015","M","2013-03",73.61773,
"KOR","M1","TOT","IDX2015","M","2013-04",74.52512,
"KOR","M1","TOT","IDX2015","M","2013-05",75.55818,
"KOR","M1","TOT","IDX2015","M","2013-06",76.63558,
"KOR","M1","TOT","IDX2015","M","2013-07",76.69163,
"KOR","M1","TOT","IDX2015","M","2013-08",76.38996,
"KOR","M1","TOT","IDX2015","M","2013-09",77.24474,
"KOR","M1","TOT","IDX2015","M","2013-10",78.25624,
"KOR","M1","TOT","IDX2015","M","2013-11",78.78766,
"KOR","M1","TOT","IDX2015","M","2013-12",79.1516,
"KOR","M1","TOT","IDX2015","M","2014-01",79.84783,
"KOR","M1","TOT","IDX2015","M","2014-02",81.0699,
"KOR","M1","TOT","IDX2015","M","2014-03",81.49963,
"KOR","M1","TOT","IDX2015","M","2014-04",81.56442,
"KOR","M1","TOT","IDX2015","M","2014-05",82.33903,
"KOR","M1","TOT","IDX2015","M","2014-06",83.29316,
"KOR","M1","TOT","IDX2015","M","2014-07",84.22389,
"KOR","M1","TOT","IDX2015","M","2014-08",85.16822,
"KOR","M1","TOT","IDX2015","M","2014-09",86.18192,
"KOR","M1","TOT","IDX2015","M","2014-10",87.36703,
"KOR","M1","TOT","IDX2015","M","2014-11",88.63682,
"KOR","M1","TOT","IDX2015","M","2014-12",89.74183,
"KOR","M1","TOT","IDX2015","M","2015-01",90.13187,
"KOR","M1","TOT","IDX2015","M","2015-02",91.36951,
"KOR","M1","TOT","IDX2015","M","2015-03",93.58734,
"KOR","M1","TOT","IDX2015","M","2015-04",95.80273,
"KOR","M1","TOT","IDX2015","M","2015-05",97.62701,
"KOR","M1","TOT","IDX2015","M","2015-06",99.23804,
"KOR","M1","TOT","IDX2015","M","2015-07",101.4261,
"KOR","M1","TOT","IDX2015","M","2015-08",103.3475,
"KOR","M1","TOT","IDX2015","M","2015-09",105.5144,
"KOR","M1","TOT","IDX2015","M","2015-10",106.5311,
"KOR","M1","TOT","IDX2015","M","2015-11",106.9266,
"KOR","M1","TOT","IDX2015","M","2015-12",108.4978,
"KOR","M1","TOT","IDX2015","M","2016-01",109.02,
"KOR","M1","TOT","IDX2015","M","2016-02",109.7882,
"KOR","M1","TOT","IDX2015","M","2016-03",112.03,
"KOR","M1","TOT","IDX2015","M","2016-04",112.6604,
"KOR","M1","TOT","IDX2015","M","2016-05",113.2066,
"KOR","M1","TOT","IDX2015","M","2016-06",114.815,
"KOR","M1","TOT","IDX2015","M","2016-07",115.4984,
"KOR","M1","TOT","IDX2015","M","2016-08",117.2057,
"KOR","M1","TOT","IDX2015","M","2016-09",118.2979,
"KOR","M1","TOT","IDX2015","M","2016-10",118.9197,
"KOR","M1","TOT","IDX2015","M","2016-11",120.6687,
"KOR","M1","TOT","IDX2015","M","2016-12",121.3576,
"KOR","M1","TOT","IDX2015","M","2017-01",121.5428,
"KOR","M1","TOT","IDX2015","M","2017-02",122.7101,
"KOR","M1","TOT","IDX2015","M","2017-03",123.8324,
"KOR","M1","TOT","IDX2015","M","2017-04",124.0133,
"KOR","M1","TOT","IDX2015","M","2017-05",124.5854,
"KOR","M1","TOT","IDX2015","M","2017-06",125.7771,
"KOR","M1","TOT","IDX2015","M","2017-07",126.6108,
"KOR","M1","TOT","IDX2015","M","2017-08",127.1554,
"KOR","M1","TOT","IDX2015","M","2017-09",128.5902,
"KOR","M1","TOT","IDX2015","M","2017-10",129.7512,
"KOR","M1","TOT","IDX2015","M","2017-11",130.0016,
"KOR","M1","TOT","IDX2015","M","2017-12",129.8355,
"KOR","M1","TOT","IDX2015","M","2018-01",130.0959,
"KOR","M1","TOT","IDX2015","M","2018-02",130.8099,
"KOR","M1","TOT","IDX2015","M","2018-03",131.213,
"KOR","M1","TOT","IDX2015","M","2018-04",131.849,
"KOR","M1","TOT","IDX2015","M","2018-05",132.2819,
"KOR","M1","TOT","IDX2015","M","2018-06",132.2467,
"KOR","M1","TOT","IDX2015","M","2018-07",132.5939,
"KOR","M1","TOT","IDX2015","M","2018-08",132.8071,
"KOR","M1","TOT","IDX2015","M","2018-09",132.6692,
"KOR","M1","TOT","IDX2015","M","2018-10",132.9107,
"KOR","M1","TOT","IDX2015","M","2018-11",132.8238,
"KOR","M1","TOT","IDX2015","M","2018-12",133.0146,
"KOR","M1","TOT","IDX2015","M","2019-01",133.8638,
"KOR","M1","TOT","IDX2015","M","2019-02",134.2921,
"KOR","M1","TOT","IDX2015","M","2019-03",134.9755,
"KOR","M1","TOT","IDX2015","M","2019-04",136.1759,
"KOR","M1","TOT","IDX2015","M","2019-05",136.8483,
"KOR","M1","TOT","IDX2015","M","2019-06",136.925,
"KOR","M1","TOT","IDX2015","M","2019-07",137.6561,
"KOR","M1","TOT","IDX2015","M","2019-08",138.8941,
"KOR","M1","TOT","IDX2015","M","2019-09",140.0059,
"KOR","M1","TOT","IDX2015","M","2019-10",140.6383,
"KOR","M1","TOT","IDX2015","M","2019-11",142.0319,
"KOR","M1","TOT","IDX2015","M","2019-12",145.079,
"KOR","M1","TOT","IDX2015","M","2020-01",147.0141,
"KOR","M1","TOT","IDX2015","M","2020-02",149.9465,
"KOR","M1","TOT","IDX2015","M","2020-03",154.8754,
"KOR","M1","TOT","IDX2015","M","2020-04",158.9038,
"KOR","M1","TOT","IDX2015","M","2020-05",162.5545,
"KOR","M1","TOT","IDX2015","M","2020-06",166.8188,
"KOR","M1","TOT","IDX2015","M","2020-07",170.1229,
"KOR","M1","TOT","IDX2015","M","2020-08",172.5419,
"KOR","M1","TOT","IDX2015","M","2020-09",176.0659,
"KOR","M1","TOT","IDX2015","M","2020-10",178.4718,
"KOR","M1","TOT","IDX2015","M","2020-11",181.0443,
"MEX","M1","TOT","IDX2015","M","2012-01",64.49974,
"MEX","M1","TOT","IDX2015","M","2012-02",64.39017,
"MEX","M1","TOT","IDX2015","M","2012-03",65.84427,
"MEX","M1","TOT","IDX2015","M","2012-04",67.35023,
"MEX","M1","TOT","IDX2015","M","2012-05",67.88203,
"MEX","M1","TOT","IDX2015","M","2012-06",69.49474,
"MEX","M1","TOT","IDX2015","M","2012-07",69.90147,
"MEX","M1","TOT","IDX2015","M","2012-08",69.6651,
"MEX","M1","TOT","IDX2015","M","2012-09",70.31071,
"MEX","M1","TOT","IDX2015","M","2012-10",70.28277,
"MEX","M1","TOT","IDX2015","M","2012-11",70.64076,
"MEX","M1","TOT","IDX2015","M","2012-12",71.15778,
"MEX","M1","TOT","IDX2015","M","2013-01",70.99209,
"MEX","M1","TOT","IDX2015","M","2013-02",71.24141,
"MEX","M1","TOT","IDX2015","M","2013-03",71.96568,
"MEX","M1","TOT","IDX2015","M","2013-04",72.30919,
"MEX","M1","TOT","IDX2015","M","2013-05",72.73407,
"MEX","M1","TOT","IDX2015","M","2013-06",73.70383,
"MEX","M1","TOT","IDX2015","M","2013-07",74.39124,
"MEX","M1","TOT","IDX2015","M","2013-08",75.22174,
"MEX","M1","TOT","IDX2015","M","2013-09",76.1006,
"MEX","M1","TOT","IDX2015","M","2013-10",75.94321,
"MEX","M1","TOT","IDX2015","M","2013-11",76.86954,
"MEX","M1","TOT","IDX2015","M","2013-12",78.50166,
"MEX","M1","TOT","IDX2015","M","2014-01",79.4352,
"MEX","M1","TOT","IDX2015","M","2014-02",80.51637,
"MEX","M1","TOT","IDX2015","M","2014-03",81.19519,
"MEX","M1","TOT","IDX2015","M","2014-04",82.13616,
"MEX","M1","TOT","IDX2015","M","2014-05",83.31899,
"MEX","M1","TOT","IDX2015","M","2014-06",83.93941,
"MEX","M1","TOT","IDX2015","M","2014-07",84.75101,
"MEX","M1","TOT","IDX2015","M","2014-08",85.78066,
"MEX","M1","TOT","IDX2015","M","2014-09",86.56307,
"MEX","M1","TOT","IDX2015","M","2014-10",88.10632,
"MEX","M1","TOT","IDX2015","M","2014-11",89.82047,
"MEX","M1","TOT","IDX2015","M","2014-12",90.57075,
"MEX","M1","TOT","IDX2015","M","2015-01",92.42651,
"MEX","M1","TOT","IDX2015","M","2015-02",94.65578,
"MEX","M1","TOT","IDX2015","M","2015-03",95.65258,
"MEX","M1","TOT","IDX2015","M","2015-04",97.17558,
"MEX","M1","TOT","IDX2015","M","2015-05",98.56233,
"MEX","M1","TOT","IDX2015","M","2015-06",99.29075,
"MEX","M1","TOT","IDX2015","M","2015-07",100.7784,
"MEX","M1","TOT","IDX2015","M","2015-08",102.6314,
"MEX","M1","TOT","IDX2015","M","2015-09",103.7366,
"MEX","M1","TOT","IDX2015","M","2015-10",104.8679,
"MEX","M1","TOT","IDX2015","M","2015-11",105.0337,
"MEX","M1","TOT","IDX2015","M","2015-12",105.1884,
"MEX","M1","TOT","IDX2015","M","2016-01",106.6503,
"MEX","M1","TOT","IDX2015","M","2016-02",107.8888,
"MEX","M1","TOT","IDX2015","M","2016-03",109.2573,
"MEX","M1","TOT","IDX2015","M","2016-04",110.6908,
"MEX","M1","TOT","IDX2015","M","2016-05",112.5269,
"MEX","M1","TOT","IDX2015","M","2016-06",114.6819,
"MEX","M1","TOT","IDX2015","M","2016-07",116.0001,
"MEX","M1","TOT","IDX2015","M","2016-08",117.0033,
"MEX","M1","TOT","IDX2015","M","2016-09",118.2126,
"MEX","M1","TOT","IDX2015","M","2016-10",119.1232,
"MEX","M1","TOT","IDX2015","M","2016-11",120.678,
"MEX","M1","TOT","IDX2015","M","2016-12",122.2654,
"MEX","M1","TOT","IDX2015","M","2017-01",123.3424,
"MEX","M1","TOT","IDX2015","M","2017-02",124.9181,
